		Total Processors: 5

----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:  6596   | Type D,  2 | Type D,  5 | Not Active | Type B,  7 | Type C,  3 | No queue items | No queue items | 
  Time:  6597   | Type D,  1 | Type D,  4 | Not Active | Type B,  6 | Type C,  2 | No queue items | No queue items | 
  Time:  6598   | Type A,  4 | Type D,  3 | Not Active | Type B,  5 | Type C,  1 | No queue items | No queue items | 
  Time:  6599   | Type A,  3 | Type D,  2 | Not Active | Type B,  4 | Not Active | No queue items | No queue items | 
----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:  6600   | Type A,  2 | Type D,  1 | Not Active | Type B,  3 | Not Active | No queue items | No queue items | 
  Time:  6601   | Type D, 18 | Type A,  1 | Not Active | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:  6602   | Type D, 17 | Type B,  6 | Not Active | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:  6603   | Type D, 16 | Type B,  5 | Type A,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6604   | Type D, 15 | Type B,  4 | Type A,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6605   | Type D, 14 | Type B,  3 | Type A,  2 | Type C,  9 | Not Active | No queue items | No queue items | 
  Time:  6606   | Type D, 13 | Type B,  2 | Type A,  1 | Type C,  8 | Not Active | No queue items | No queue items | 
  Time:  6607   | Type D, 12 | Type B,  1 | Type A,  5 | Type C,  7 | Not Active | No queue items | No queue items | 
  Time:  6608   | Type D, 11 | Not Active | Type A,  4 | Type C,  6 | Not Active | No queue items | No queue items | 
  Time:  6609   | Type D, 10 | Type B,  7 | Type A,  3 | Type C,  5 | Not Active | No queue items | No queue items | 
  Time:  6610   | Type D,  9 | Type D, 19 | Type A,  2 | Type C,  4 | Type B,  6 | No queue items | No queue items | 
  Time:  6611   | Type D,  8 | Type D, 18 | Type A,  1 | Type C,  3 | Type B,  5 | Q Total:     1 | No queue items | 
  Time:  6612   | Type D,  7 | Type D, 17 | Type C,  8 | Type C,  2 | Type B,  4 | Q Total:     1 | No queue items | 
  Time:  6613   | Type D,  6 | Type D, 16 | Type C,  7 | Type C,  1 | Type B,  3 | Q Total:     1 | No queue items | 
  Time:  6614   | Type D,  5 | Type D, 15 | Type C,  6 | Type A,  4 | Type B,  2 | No queue items | No queue items | 
  Time:  6615   | Type D,  4 | Type D, 14 | Type C,  5 | Type A,  3 | Type B,  1 | Q Total:     1 | No queue items | 
  Time:  6616   | Type D,  3 | Type D, 13 | Type C,  4 | Type A,  2 | Type B,  6 | No queue items | No queue items | 
  Time:  6617   | Type D,  2 | Type D, 12 | Type C,  3 | Type A,  1 | Type B,  5 | Q Total:     1 | No queue items | 
  Time:  6618   | Type D,  1 | Type D, 11 | Type C,  2 | Type A,  4 | Type B,  4 | No queue items | No queue items | 
  Time:  6619   | Not Active | Type D, 10 | Type C,  1 | Type A,  3 | Type B,  3 | No queue items | No queue items | 
  Time:  6620   | Not Active | Type D,  9 | Not Active | Type A,  2 | Type B,  2 | No queue items | No queue items | 
  Time:  6621   | Type D, 16 | Type D,  8 | Type C, 10 | Type A,  1 | Type B,  1 | No queue items | No queue items | 
  Time:  6622   | Type D, 15 | Type D,  7 | Type C,  9 | Type B,  5 | Not Active | No queue items | No queue items | 
  Time:  6623   | Type D, 14 | Type D,  6 | Type C,  8 | Type B,  4 | Type A,  3 | No queue items | No queue items | 
  Time:  6624   | Type D, 13 | Type D,  5 | Type C,  7 | Type B,  3 | Type A,  2 | No queue items | No queue items | 
  Time:  6625   | Type D, 12 | Type D,  4 | Type C,  6 | Type B,  2 | Type A,  1 | No queue items | No queue items | 
  Time:  6626   | Type D, 11 | Type D,  3 | Type C,  5 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:  6627   | Type D, 10 | Type D,  2 | Type C,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6628   | Type D,  9 | Type D,  1 | Type C,  3 | Type A,  5 | Type B,  2 | No queue items | No queue items | 
  Time:  6629   | Type D,  8 | Not Active | Type C,  2 | Type A,  4 | Type B,  1 | No queue items | No queue items | 
  Time:  6630   | Type D,  7 | Type D,  3 | Type C,  1 | Type A,  3 | Not Active | No queue items | No queue items | 
  Time:  6631   | Type D,  6 | Type D,  2 | Not Active | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:  6632   | Type D,  5 | Type D,  1 | Not Active | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:  6633   | Type D,  4 | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6634   | Type D,  3 | Type A,  4 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6635   | Type D,  2 | Type A,  3 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6636   | Type D,  1 | Type A,  2 | Type B,  6 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6637   | Not Active | Type A,  1 | Type B,  5 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6638   | Type C, 10 | Not Active | Type B,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6639   | Type C,  9 | Not Active | Type B,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6640   | Type C,  8 | Type A,  1 | Type B,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6641   | Type D,  5 | Type C,  7 | Type B,  1 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6642   | Type D,  4 | Type C,  6 | Type B,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6643   | Type D,  3 | Type C,  5 | Type B,  2 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6644   | Type D,  2 | Type C,  4 | Type B,  1 | Type A,  5 | Not Active | No queue items | No queue items | 
  Time:  6645   | Type D,  1 | Type C,  3 | Not Active | Type A,  4 | Not Active | No queue items | No queue items | 
  Time:  6646   | Not Active | Type C,  2 | Not Active | Type A,  3 | Not Active | No queue items | No queue items | 
  Time:  6647   | Not Active | Type C,  1 | Not Active | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:  6648   | Type A,  1 | Not Active | Not Active | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:  6649   | Type B,  2 | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:  6650   | Type B,  1 | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6651   | Not Active | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6652   | Not Active | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6653   | Type D, 16 | Type A,  1 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6654   | Type D, 15 | Type C,  6 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6655   | Type D, 14 | Type C,  5 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6656   | Type D, 13 | Type C,  4 | Type B,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6657   | Type D, 12 | Type C,  3 | Type B,  3 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6658   | Type D, 11 | Type D, 16 | Type B,  2 | Type C,  2 | Type A,  3 | No queue items | No queue items | 
  Time:  6659   | Type D, 10 | Type D, 15 | Type B,  1 | Type C,  1 | Type A,  2 | No queue items | No queue items | 
  Time:  6660   | Type D,  9 | Type D, 14 | Type C,  9 | Not Active | Type A,  1 | No queue items | No queue items | 
  Time:  6661   | Type D,  8 | Type D, 13 | Type C,  8 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6662   | Type D,  7 | Type D, 12 | Type C,  7 | Type A,  5 | Not Active | No queue items | No queue items | 
  Time:  6663   | Type D,  6 | Type D, 11 | Type C,  6 | Type A,  4 | Not Active | No queue items | No queue items | 
  Time:  6664   | Type D,  5 | Type D, 10 | Type C,  5 | Type A,  3 | Type B,  3 | No queue items | No queue items | 
  Time:  6665   | Type D,  4 | Type D,  9 | Type C,  4 | Type A,  2 | Type B,  2 | No queue items | No queue items | 
  Time:  6666   | Type D,  3 | Type D,  8 | Type C,  3 | Type A,  1 | Type B,  1 | Q Total:     1 | No queue items | 
  Time:  6667   | Type D,  2 | Type D,  7 | Type D, 16 | Type C,  2 | Type C,  7 | No queue items | No queue items | 
  Time:  6668   | Type D,  1 | Type D,  6 | Type D, 15 | Type C,  1 | Type C,  6 | Q Total:     1 | No queue items | 
  Time:  6669   | Type A,  1 | Type D,  5 | Type D, 14 | Not Active | Type C,  5 | No queue items | No queue items | 
  Time:  6670   | Not Active | Type D,  4 | Type D, 13 | Not Active | Type C,  4 | No queue items | No queue items | 
  Time:  6671   | Type B,  5 | Type D,  3 | Type D, 12 | Not Active | Type C,  3 | No queue items | No queue items | 
  Time:  6672   | Type B,  4 | Type D,  2 | Type D, 11 | Type A,  2 | Type C,  2 | No queue items | No queue items | 
  Time:  6673   | Type D,  8 | Type D,  1 | Type D, 10 | Type A,  1 | Type C,  1 | Q Total:     1 | No queue items | 
  Time:  6674   | Type D,  7 | Type B,  3 | Type D,  9 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6675   | Type D,  6 | Type B,  2 | Type D,  8 | Type C, 12 | Not Active | No queue items | No queue items | 
  Time:  6676   | Type D,  5 | Type B,  1 | Type D,  7 | Type C, 11 | Type A,  1 | No queue items | No queue items | 
  Time:  6677   | Type D,  4 | Type D, 20 | Type D,  6 | Type C, 10 | Type B,  8 | No queue items | No queue items | 
  Time:  6678   | Type D,  3 | Type D, 19 | Type D,  5 | Type C,  9 | Type B,  7 | No queue items | No queue items | 
  Time:  6679   | Type D,  2 | Type D, 18 | Type D,  4 | Type C,  8 | Type B,  6 | No queue items | No queue items | 
  Time:  6680   | Type D,  1 | Type D, 17 | Type D,  3 | Type C,  7 | Type B,  5 | No queue items | No queue items | 
  Time:  6681   | Not Active | Type D, 16 | Type D,  2 | Type C,  6 | Type B,  4 | No queue items | No queue items | 
  Time:  6682   | Type A,  1 | Type D, 15 | Type D,  1 | Type C,  5 | Type B,  3 | No queue items | No queue items | 
  Time:  6683   | Type B,  6 | Type D, 14 | Type C, 11 | Type C,  4 | Type B,  2 | No queue items | No queue items | 
  Time:  6684   | Type B,  5 | Type D, 13 | Type C, 10 | Type C,  3 | Type B,  1 | No queue items | No queue items | 
  Time:  6685   | Type B,  4 | Type D, 12 | Type C,  9 | Type C,  2 | Not Active | No queue items | No queue items | 
  Time:  6686   | Type B,  3 | Type D, 11 | Type C,  8 | Type C,  1 | Not Active | No queue items | No queue items | 
  Time:  6687   | Type B,  2 | Type D, 10 | Type C,  7 | Type A,  4 | Not Active | No queue items | No queue items | 
  Time:  6688   | Type D, 12 | Type D,  9 | Type C,  6 | Type A,  3 | Type B,  1 | No queue items | No queue items | 
  Time:  6689   | Type D, 11 | Type D,  8 | Type C,  5 | Type A,  2 | Type B,  5 | No queue items | No queue items | 
  Time:  6690   | Type D, 10 | Type D,  7 | Type C,  4 | Type A,  1 | Type B,  4 | No queue items | No queue items | 
  Time:  6691   | Type D,  9 | Type D,  6 | Type C,  3 | Type A,  4 | Type B,  3 | No queue items | No queue items | 
  Time:  6692   | Type D,  8 | Type D,  5 | Type C,  2 | Type A,  3 | Type B,  2 | No queue items | No queue items | 
  Time:  6693   | Type D,  7 | Type D,  4 | Type D,  9 | Type A,  2 | Type B,  1 | Q Total:     1 | No queue items | 
  Time:  6694   | Type D,  6 | Type D,  3 | Type D,  8 | Type A,  1 | Type C,  1 | No queue items | No queue items | 
  Time:  6695   | Type D,  5 | Type D,  2 | Type D,  7 | Type A,  5 | Not Active | No queue items | No queue items | 
  Time:  6696   | Type D,  4 | Type D,  1 | Type D,  6 | Type A,  4 | Type B,  7 | No queue items | No queue items | 
  Time:  6697   | Type D,  3 | Not Active | Type D,  5 | Type A,  3 | Type B,  6 | No queue items | No queue items | 
  Time:  6698   | Type D,  2 | Not Active | Type D,  4 | Type A,  2 | Type B,  5 | No queue items | No queue items | 
  Time:  6699   | Type D,  1 | Not Active | Type D,  3 | Type A,  1 | Type B,  4 | No queue items | No queue items | 
----------------|  Proc # 0  |  Proc # 1  |  Proc # 2  |  Proc # 3  |  Proc # 4  | Regular Queue  | Priority Queue |----------------
  Time:  6700   | Type A,  2 | Type C, 11 | Type D,  2 | Not Active | Type B,  3 | No queue items | No queue items | 
  Time:  6701   | Type A,  1 | Type C, 10 | Type D,  1 | Not Active | Type B,  2 | No queue items | No queue items | 
  Time:  6702   | Type B,  2 | Type C,  9 | Not Active | Not Active | Type B,  1 | No queue items | No queue items | 
  Time:  6703   | Type B,  1 | Type C,  8 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6704   | Not Active | Type C,  7 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6705   | Not Active | Type C,  6 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6706   | Type A,  5 | Type C,  5 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6707   | Type D, 20 | Type C,  4 | Type A,  4 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6708   | Type D, 19 | Type C,  3 | Type A,  3 | Type B,  2 | Not Active | No queue items | No queue items | 
  Time:  6709   | Type D, 18 | Type C,  2 | Type A,  2 | Type B,  1 | Not Active | No queue items | No queue items | 
  Time:  6710   | Type D, 17 | Type C,  1 | Type A,  1 | Type A,  3 | Not Active | No queue items | No queue items | 
  Time:  6711   | Type D, 16 | Not Active | Not Active | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:  6712   | Type D, 15 | Not Active | Not Active | Type A,  1 | Not Active | No queue items | No queue items | 
  Time:  6713   | Type D, 14 | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6714   | Type D, 13 | Not Active | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6715   | Type D, 12 | Type A,  4 | Not Active | Not Active | Not Active | No queue items | No queue items | 
  Time:  6716   | Type D, 11 | Type A,  3 | Type B,  7 | Not Active | Not Active | No queue items | No queue items | 
  Time:  6717   | Type D, 10 | Type D, 12 | Type B,  6 | Type A,  2 | Not Active | No queue items | No queue items | 
  Time:  6718   | Type D,  9 | Type D, 11 | Type B,  5 | Type A,  1 | Type C,  7 | No queue items | No queue items | 
  Time:  6719   | Type D,  8 | Type D, 10 | Type B,  4 | Type A,  3 | Type C,  6 | No queue items | No queue items | 
  Time:  6720   | Type D,  7 | Type D,  9 | Type B,  3 | Type A,  2 | Type C,  5 | No queue items | No queue items | 
  Time:  6721   | Type D,  6 | Type D,  8 | Type B,  2 | Type A,  1 | Type C,  4 | No queue items | No queue items | 
  Time:  6722   | Type D,  5 | Type D,  7 | Type B,  1 | Not Active | Type C,  3 | No queue items | No queue items | 
  Time:  6723   | Type D,  4 | Type D,  6 | Type D, 19 | Not Active | Type C,  2 | No queue items | No queue items | 
  Time:  6724   | Type D,  3 | Type D,  5 | Type D, 18 | Type B,  8 | Type C,  1 | No queue items | No queue items | 
  Time:  6725   | Type D,  2 | Type D,  4 | Type D, 17 | Type B,  7 | Type A,  1 | No queue items | No queue items | 
  Time:  6726   | Type D,  1 | Type D,  3 | Type D, 16 | Type B,  6 | Not Active | No queue items | No queue items | 
  Time:  6727   | Type D,  7 | Type D,  2 | Type D, 15 | Type B,  5 | Not Active | No queue items | No queue items | 
  Time:  6728   | Type D,  6 | Type D,  1 | Type D, 14 | Type B,  4 | Not Active | No queue items | No queue items | 
